transaction_id,timestamp,amount,category,location,merchant_id,client_id,prediction_score,is_alerted,model_version
f57f680d7d340c1fcb21e7c9752f1582_1774284573,2026-03-23 16:49:33.815093,54.11,gas_transport,"Bailey, NC",fraud_Corwin-Collins,343464013864032,0.004791698418557644,False,tabpfn-v2
3816d6753b7138a9c98e5294f86b32b2_1774284566,2026-03-23 16:49:26.420022,90.87,entertainment,"Pembroke Township, IL","fraud_Cormier, Stracke and Thiel",4587657402165341815,2.6822019663086394e-06,False,tabpfn-v2
fa255eeddda659c372f331b73cac1e06_1774284558,2026-03-23 16:49:18.774175,68.55,gas_transport,"Utica, PA",fraud_Huels-Hahn,4610050989831291,0.004288177937269211,False,tabpfn-v2
7eee1e1a706309613aa4eff0499146c9_1774284551,2026-03-23 16:49:11.088834,2.59,shopping_net,"Newark Valley, NY",fraud_Hills-Witting,4342532437704183,5.125973075337242e-06,False,tabpfn-v2
19d08bae074bc10a5d8048a0eb4e8748_1774284543,2026-03-23 16:49:03.442119,7.68,food_dining,"Big Indian, NY",fraud_Bechtelar-Rippin,213125815021702,3.123185888398439e-05,False,tabpfn-v2
27a61cdaa7fd2585254a826f01ae36a4_1774284518,2026-03-23 16:48:38.612035,42.88,gas_transport,"Plymouth, CT","fraud_Reilly, Heaney and Cole",375974680629816,0.004803088493645191,False,tabpfn-v2
8559d8a0cbe88cced8c4ee4fd61a764f_1774284510,2026-03-23 16:48:30.938088,85.13,health_fitness,"Sherman, TX","fraud_Klocko, Runolfsdottir and Breitenberg",3518234918950662,1.5020144928712398e-05,False,tabpfn-v2
9fdfa9f0bf5889b27cb1f685cc9e4bb0_1774284502,2026-03-23 16:48:22.697796,7.86,misc_pos,"Ronceverte, WV",fraud_Spencer-Runolfsson,346273234529002,0.00023895750928204507,False,tabpfn-v2
7ce2fd8de45c9bcecd86cec522aa986c_1774284494,2026-03-23 16:48:14.586533,1.65,shopping_net,"Bailey, NC",fraud_Schumm PLC,343464013864032,4.410724159242818e-06,False,tabpfn-v2
6ac10187d17089411f1fdd189d790fdd_1774284485,2026-03-23 16:48:05.656310,15.96,grocery_net,"Oakland, TN",fraud_Roob LLC,3597926034019603,0.009121693670749664,False,tabpfn-v2
aa5a60741dc7d223006e1bcf2c8b5182_1774284458,2026-03-23 16:47:38.391011,17.78,kids_pets,"Bessemer, AL",fraud_Bode-Schuster,4003989662068504,0.0016619262751191854,False,tabpfn-v2
09d19846ba328c7792818596eece2f23_1774284451,2026-03-23 16:47:31.095453,6.35,shopping_net,"Halma, MN",fraud_Heathcote LLC,30143713661454,7.092901796568185e-06,False,tabpfn-v2
423eb7c9d50b105989634a6f8a441744_1774284442,2026-03-23 16:47:22.871091,1.37,shopping_net,"Fort Myers, FL","fraud_Gottlieb, Considine and Schultz",30044330818990,5.543201496038819e-06,False,tabpfn-v2
183b0fb47a903c1d23741f3117119f37_1774284435,2026-03-23 16:47:15.192644,44.72,gas_transport,"Rock Tavern, NY","fraud_Reilly, Heaney and Cole",4988304376504,0.0058404128067195415,False,tabpfn-v2
137316cda51e513a32654f669c094c4d_1774284426,2026-03-23 16:47:06.697478,91.6,grocery_pos,"New Waverly, TX","fraud_Lockman, West and Runte",3502377050801561,0.00012944452464580536,False,tabpfn-v2
77f5d0637575eeb0cd02a58e2f59bbf5_1774284384,2026-03-23 16:46:24.432576,3.84,misc_net,"Spearsville, LA",fraud_Corwin-Gorczany,213120463918358,1.6689273252268322e-06,False,tabpfn-v2
3e22755cfe8a631b1a86d953f4eb2e66_1774284380,2026-03-23 16:46:20.557918,71.0,food_dining,"Laguna Hills, CA","fraud_Turner, Ziemann and Lehner",6554245334757802,1.84774046374514e-06,False,tabpfn-v2
cc4c4faac652dcdc952f135cb79e632b_1774284377,2026-03-23 16:46:17.228344,54.6,health_fitness,"Brandon, VT","fraud_Mante, Luettgen and Hackett",3531129874770000,1.6689273252268322e-06,False,tabpfn-v2
3a5162528abd21fca9121fe3c65349ee_1774284372,2026-03-23 16:46:12.886985,9.31,shopping_net,"Belgrade, MT","fraud_Baumbach, Feeney and Morar",5359543825610251,1.6093226804514416e-06,False,tabpfn-v2
542ed53a3306b1188eb1ff51940e0429_1774284369,2026-03-23 16:46:09.379899,140.31,grocery_pos,"Sontag, MS",fraud_Bogisich Inc,6517217825320610,0.0002396724303252995,False,tabpfn-v2
5079804744adb3e3d6f7174a37966e1c_1774284346,2026-03-23 16:45:46.502889,21.11,kids_pets,"West Finley, PA",fraud_Gleason and Sons,2714019737356678,1.0132780516869389e-06,False,tabpfn-v2
5192170b353334cfd33aa3451b5d1aab_1774284343,2026-03-23 16:45:43.831164,199.16,health_fitness,"Littleton, CO","fraud_Klocko, Runolfsdottir and Breitenberg",6011893664860915,4.5416676584864035e-05,False,tabpfn-v2
4adf0481d222ef6af46439f1f014ec17_1774284340,2026-03-23 16:45:40.780921,29.65,entertainment,"Gadsden, AL",fraud_Stark-Batz,213161231269724,2.6822019663086394e-06,False,tabpfn-v2
530503a795cb920e839a61198318afea_1774284337,2026-03-23 16:45:37.533283,31.98,misc_pos,"Richland, NJ",fraud_Spencer-Runolfsson,4244953610136705533,1.549718376736564e-06,False,tabpfn-v2
a2213286d24ea753a60dd51127910101_1774284333,2026-03-23 16:45:33.802693,17.6,shopping_pos,"Thompson, UT",fraud_Torphy-Goyette,4642255475285942,1.728531856315385e-06,False,tabpfn-v2
675e7fe5fbf8f709f126012b70d06275_1774284315,2026-03-23 16:45:15.038555,124.15,grocery_pos,"Fields Landing, CA",fraud_Doyle Ltd,3519607465576254,0.00032573274802416563,False,tabpfn-v2
9885d601953c7239b71b2d1939b38e00_1774284311,2026-03-23 16:45:11.200382,382.25,shopping_net,"Westfir, OR",fraud_Rempel Inc,180094608895855,3.0576251447200775e-05,False,tabpfn-v2
27e0ccfb637aa908abe6f8cea76567fe_1774284308,2026-03-23 16:45:08.222837,65.88,gas_transport,"Vero Beach, FL","fraud_Greenholt, Jacobi and Gleason",3524574586339330,1.7344649677397683e-05,False,tabpfn-v2
f02f976e154261fb999a510013044541_1774284305,2026-03-23 16:45:05.134237,73.74,entertainment,"Mc Clellandtown, PA",fraud_Klein Group,571314334723,1.6689273252268322e-06,False,tabpfn-v2
75256e30daf1aa5a5409256e282b5b93_1774284245,2026-03-23 16:44:05.333309,95.34,grocery_pos,"Mansfield, OH",fraud_Wolf Inc,4550599031376731,0.00014160058344714344,False,tabpfn-v2
a532ce133b1a38d9dc086aed8d3321b4_1774284199,2026-03-23 16:43:19.361684,119.99,entertainment,"Edmond, OK",fraud_Lind-Buckridge,4170689372027579,4.231911589158699e-06,False,tabpfn-v2
5fa8d88e763806b01504b6d4138b319c_1774284196,2026-03-23 16:43:16.657883,6.5,shopping_net,"Ollie, IA",fraud_Schmidt and Sons,213195754007681,1.84774046374514e-06,False,tabpfn-v2
729980583e36707937d73977c13a19d0_1774284193,2026-03-23 16:43:13.797610,71.83,gas_transport,"Mount Perry, OH","fraud_Schaefer, Maggio and Daugherty",4128027264554082,2.0920791939715855e-05,False,tabpfn-v2
d7d33a4585d3be0d596b192e22d406cb_1774284190,2026-03-23 16:43:10.723042,14.68,entertainment,"Cascade Locks, OR",fraud_Johns-Hoeger,630469040731,3.99349482904654e-06,False,tabpfn-v2
8920baefa79d56c62c2c0988971f79b9_1774284187,2026-03-23 16:43:07.109773,5.41,misc_net,"Saint Petersburg, FL",fraud_Volkman Ltd,180042946491150,1.549718376736564e-06,False,tabpfn-v2
1e6202056a589cf6db2dc6967270cf69_1774284154,2026-03-23 16:42:34.267949,20.3,food_dining,"Tekoa, WA","fraud_Konopelski, Schneider and Hartmann",3500969075198072,2.6822019663086394e-06,False,tabpfn-v2
84b9427eff2ca8c5cc6ebb5ee7647861_1774284151,2026-03-23 16:42:31.052727,53.76,gas_transport,"Maria Stein, OH","fraud_Olson, Becker and Koch",6011477612335392,1.1682373951771297e-05,False,tabpfn-v2
b022272107dc0689226c1251982a6ff7_1774284147,2026-03-23 16:42:27.721237,80.04,kids_pets,"Burke, VA","fraud_Lang, Towne and Schuppe",4958589671582726883,1.1920915312657598e-06,False,tabpfn-v2
70021a067010721653e69e34e14ddc4d_1774284144,2026-03-23 16:42:24.523725,82.97,grocery_pos,"Bowdoin, ME","fraud_Lockman, West and Runte",2720433095629877,0.00011544087465154007,False,tabpfn-v2
d96ead5f53df5fce28957a69d74742e5_1774284141,2026-03-23 16:42:21.147724,63.0,gas_transport,"Crownpoint, NM",fraud_Torp-Labadie,4658117080136,1.6092995792860165e-05,False,tabpfn-v2
f3d2339261b73ebfd7a154aca8b0ca2c_1774284103,2026-03-23 16:41:43.083836,5.57,misc_pos,"Monmouth Beach, NJ",fraud_Smith-Stokes,4173950183554608,1.549718376736564e-06,False,tabpfn-v2
e8b74aed8e0b6f27e1be59420406c45e_1774284100,2026-03-23 16:41:40.286787,1.91,shopping_net,"Rockwood, PA",fraud_Price Inc,370818583810103,1.84774046374514e-06,False,tabpfn-v2
f4e4826e0f779a7899c322f635c5a1fc_1774284097,2026-03-23 16:41:37.664751,188.51,misc_net,"San Angelo, TX",fraud_Huel Ltd,4425161475596168,1.0251893399981782e-05,False,tabpfn-v2
ba55aa6a2c5ea5dfaee1c0987abead1d_1774284094,2026-03-23 16:41:34.901448,40.53,home,"Goodrich, MI",fraud_Botsford and Sons,372509258176510,1.311300479756028e-06,False,tabpfn-v2
d096966cebc02a2b5bdd2bbde9f24a70_1774284091,2026-03-23 16:41:31.811241,93.78,misc_net,"Central, IN",fraud_Corwin-Gorczany,30487648872433,2.9206191811681492e-06,False,tabpfn-v2
79bc8d07ca5c409856ebf5b292eaf921_1774284080,2026-03-23 16:41:20.338172,57.77,food_dining,"Etlan, VA",fraud_Kuhn Group,378006354724784,1.728531856315385e-06,False,tabpfn-v2
10ab1a88f4690ab7779d2c09b80a6225_1774284077,2026-03-23 16:41:17.366219,54.54,misc_pos,"Naples, FL",fraud_Herman Inc,30082025922891,2.0265538296371233e-06,False,tabpfn-v2
f60bf9abf43fbe29fa51af4b959b8019_1774284074,2026-03-23 16:41:14.418579,67.18,gas_transport,"Port Saint Lucie, FL","fraud_Schaefer, McGlynn and Bosco",4116554952971686,2.2053232896723785e-05,False,tabpfn-v2
dc45a357784d46b48d3bfd115d4de0ad_1774284071,2026-03-23 16:41:11.537172,45.51,misc_net,"Greenwich, NJ",fraud_Huel-Langworth,377113842678100,1.7881361600302625e-06,False,tabpfn-v2
47fd8d266f004428ac7bdd2cf8941969_1774284067,2026-03-23 16:41:07.739409,6.81,shopping_net,"Mendon, UT","fraud_Kuhic, Bins and Pfeffer",4063094974360571498,1.7881361600302625e-06,False,tabpfn-v2
255e00bc47a804a8fc900a727409170c_1774284021,2026-03-23 16:40:21.044244,168.92,home,"Napa, CA",fraud_Terry Ltd,676102124465,7.461944915121421e-05,False,tabpfn-v2
bc1ebbd4b7c04bee01be80b12dc6b1ca_1774284018,2026-03-23 16:40:18.077725,6.45,shopping_pos,"Warren, MI",fraud_Hickle Group,340953839692349,1.7881361600302625e-06,False,tabpfn-v2
64ea1538590ca94c1a5da1efb6ccb6ad_1774284015,2026-03-23 16:40:15.125164,57.84,misc_pos,"Mansfield, OH",fraud_Reynolds-Schinner,4550599031376731,1.9669496396090835e-06,False,tabpfn-v2
12b978cb2ad35189d3070b02429b60b8_1774284012,2026-03-23 16:40:12.129223,5.19,shopping_pos,"Lomax, IL",fraud_Pacocha-Bauch,30270432095985,1.907344994833693e-06,False,tabpfn-v2
62efe8ce3e7de076bc51efe8ddd97f50_1774284009,2026-03-23 16:40:09.369672,1.56,misc_net,"Moravian Falls, NC",fraud_Kerluke PLC,2703186189652095,1.728531856315385e-06,False,tabpfn-v2
8c03be251180b0c401e7aa6ba04bb171_1774283998,2026-03-23 16:39:58.098233,52.98,grocery_net,"Cokeburg, PA",fraud_Hills-Olson,4149238353975790,0.0004158321535214782,False,tabpfn-v2
b90c6f385bdd060f8f56e63b94c58176_1774283994,2026-03-23 16:39:54.595107,49.68,food_dining,"Creedmoor, NC",fraud_Schuppe-Schuppe,30197398657930,1.7881361600302625e-06,False,tabpfn-v2
587bef2a5236ff341e5f39aa8b3b64ec_1774283991,2026-03-23 16:39:51.932151,6.85,shopping_pos,"Roseland, NE",fraud_Stoltenberg-Beatty,375904527651269,1.7881361600302625e-06,False,tabpfn-v2
a908fcc9370a7c6d0a4ccaa44b8d106c_1774283989,2026-03-23 16:39:49.000782,89.36,grocery_net,"Cherokee Village, AR","fraud_Swaniawski, Bahringer and Ledner",4926376199189801,0.0009236824698746204,False,tabpfn-v2
e6e515e028789de0e13e9dc34c9d5e3f_1774283986,2026-03-23 16:39:46.060324,941.23,shopping_net,"Livonia, MI",fraud_Terry-Huel,30510856607165,0.002158673945814371,True,tabpfn-v2
68873907d01f06aece75176fc4264b3e_1774283953,2026-03-23 16:39:13.796722,8.69,health_fitness,"San Antonio, TX",fraud_Heller PLC,503874407318,1.728531856315385e-06,False,tabpfn-v2
542bc3fb660451dc2479a2087a841f3f_1774283950,2026-03-23 16:39:10.020025,4.89,shopping_pos,"Port Costa, CA","fraud_Baumbach, Strosin and Nicolas",3564839259330465,1.84774046374514e-06,False,tabpfn-v2
1259c65cb182d053c5bdc5a6ed7fbbbb_1774283947,2026-03-23 16:39:07.002647,44.34,home,"Oklahoma City, OK","fraud_Kling, Howe and Schneider",4390966588600992777,1.311300479756028e-06,False,tabpfn-v2
692774f06773491cdf683d8773407e90_1774283943,2026-03-23 16:39:03.325598,216.1,misc_pos,"Murrayville, IL",fraud_McCullough LLC,3541160328600277,1.9847953808493912e-05,False,tabpfn-v2
777d68f3654bf05b4862b71149b35a6c_1774283939,2026-03-23 16:38:59.540221,1.4,misc_pos,"Prairie Hill, TX",fraud_Bruen-Yost,3546897637165774,1.728531856315385e-06,False,tabpfn-v2
a23ff4abf019b8936b6542ea3c3cb90d_1774283915,2026-03-23 16:38:35.920629,4.14,travel,"Grand Bay, AL","fraud_Ritchie, Oberbrunner and Cremin",376944481517097,1.7881361600302625e-06,False,tabpfn-v2
126286c9b28d50c5b24ca935bd2319ff_1774283912,2026-03-23 16:38:32.841278,43.31,personal_care,"West Henrietta, NY",fraud_Monahan-Morar,213161293389774,1.430509428246296e-06,False,tabpfn-v2
9f481fa752895d93e4ff26ac96f81bc5_1774283909,2026-03-23 16:38:29.397554,79.89,entertainment,"Tower Hill, IL",fraud_Lind-Buckridge,3535808924394848,1.6093226804514416e-06,False,tabpfn-v2
e221b3289d22910538d1e12d08302759_1774283905,2026-03-23 16:38:25.284121,1.11,food_dining,"Viola, AR",fraud_Haag-Blanda,4761403817546679245,6.616071459575323e-06,False,tabpfn-v2
fc63118bcfc21ac1af0cd22b29a91a06_1774282290,2026-03-23 16:11:30.575128,78.76,entertainment,"Parkers Lake, KY",fraud_Lind-Buckridge,4006047418382,1.6689273252268322e-06,False,tabpfn-v2
15c4ec0d6b44e00576346a210cd8182f_1774280696,2026-03-23 15:44:56.522445,38.97,home,"Jones, AL",fraud_Lynch-Wisozk,6011504998544485,1.311300479756028e-06,False,tabpfn-v2
4846bc5219ba4f2010b03b390c8bac23_1774280694,2026-03-23 15:44:54.847284,6.11,shopping_pos,"Gadsden, AL",fraud_Jewess LLC,213161231269724,,,
58d6bd39ae5ea413f1080bbead17e196_1774280693,2026-03-23 15:44:53.042438,3.4,shopping_pos,"Greenwood, IN",fraud_Jewess LLC,4561892980175,,,
ac480460d67c90479ad04bb696971498_1774278196,2026-03-23 15:03:16.287147,38.13,home,"Jelm, WY",fraud_Connelly-Carter,6011679934075347,,,
b511d7d87cab20e2795f3901bbbfa9e8_1774278192,2026-03-23 15:03:12.625140,3.72,misc_net,"Curlew, IA",fraud_Huel Ltd,639095706599,1.728531856315385e-06,False,tabpfn-v2
8984fe5c446efa1046e540c0d58b325b_1774278182,2026-03-23 15:03:02.053365,36.99,gas_transport,"Fenelton, PA",fraud_Harber Inc,4661996144291811856,,,
edcf68a84472d7e4c45f98ebe9456a7a_1774274963,2026-03-23 14:09:23.797765,7.03,shopping_pos,"Stillwater, OK",fraud_Metz-Boehm,3554849923339851,2.205367081842269e-06,False,tabpfn-v2
53ee577119164cd1396cab6fdfc5f38d_1774272307,2026-03-23 13:25:07.618820,4.37,shopping_pos,"Sherman, TX","fraud_Bins, Balistreri and Beatty",3518234918950662,,,
cfcf7dacd909fc8f883cad0c328123aa_1774272304,2026-03-23 13:25:04.443377,65.1,gas_transport,"Meridian, TX",fraud_Kutch LLC,373905417449658,5.722013156628236e-06,False,tabpfn-v2
465eb84410f04ba0d712667a1cc372e3_1774267640,2026-03-23 12:07:20.506566,41.32,health_fitness,"Lanark Village, FL",fraud_Thompson-Gleason,4464457352619,1.490113959334849e-06,False,tabpfn-v2
6228cf1cc9433b7a5f95f814f57c5055_1774267627,2026-03-23 12:07:07.954828,3.47,travel,"Washington, DC",fraud_Tillman LLC,561942763351,3.4570573461678578e-06,False,tabpfn-v2
959a43d34b674db9b6815eb56a322b79_1774258699,2026-03-23 09:38:19.888867,89.82,health_fitness,"Eureka, IL","fraud_Hills, Hegmann and Schaefer",4119762878330989,,,
c4ca0f3b681cba26ec2bc24195906b7c_1774254052,2026-03-23 08:20:52.077853,9.43,shopping_net,"Pittsburgh, PA",fraud_Fisher Inc,4158945090781624,2.5629929041315336e-06,False,tabpfn-v2
ee0201507ce6c9238ab68fd6019a99aa_1774254033,2026-03-23 08:20:33.283060,6.49,misc_pos,"Jermyn, PA","fraud_Boehm, Block and Jakubowski",30442439074871,2.443784524075454e-06,False,tabpfn-v2
c9ff74785fecd715a9c6cd7ead6d256a_1774246050,2026-03-23 06:07:30.384546,74.96,gas_transport,"Mount Clemens, MI","fraud_Schaefer, Maggio and Daugherty",2720894374956739,2.443784524075454e-06,False,tabpfn-v2
be7067bc52e8cc748e0699159787cb11_1774224849,2026-03-23 00:14:09.812787,2.61,health_fitness,"East Canaan, CT","fraud_Haley, Batz and Auer",342952484382519,,,
f34a4b2a0c15f3f7adf8f2fd3d5ceec3_1774219593,2026-03-22 22:46:33.082860,46.29,food_dining,"Hooper, NE","fraud_Schneider, Hayes and Nikolaus",4634955908138648,0.0001369527162751183,False,tabpfn-v2
8cd3857a20d9528fb20164457e06dd9e_1774219592,2026-03-22 22:46:32.242034,89.4,grocery_pos,"Stayton, OR","fraud_Huel, Hammes and Witting",180046165512893,,,
b5b9216380c019c7a0f83b400a695123_1774219591,2026-03-22 22:46:31.265152,160.9,entertainment,"Stephensport, KY",fraud_Kling-Ernser,180064817343047,,,
488df5069225511b9403a5ba04f1e725_1774219590,2026-03-22 22:46:30.288268,93.43,home,"Bristow, IN",fraud_Reilly LLC,213154573301411,,,
81ccfa9520718a9cd0e785a7245e4104_1774217594,2026-03-22 22:13:14.042191,32.91,gas_transport,"Heart Butte, MT",fraud_Schmitt Inc,4716561796955522,,,
b6088d43ebca48ccd57d250b9223b6c7_1774217593,2026-03-22 22:13:13.315017,76.25,gas_transport,"New Ellenton, SC",fraud_Harris Inc,4294040533480516,,,
d8bec478af371b2c345b15a6f3cb779d_1774217592,2026-03-22 22:13:12.550046,9.14,shopping_net,"Llano, NM","fraud_Kihn, Abernathy and Douglas",5456712664803820,,,
a55f035ca030833f58865042ab8759e0_1774217591,2026-03-22 22:13:11.734784,33.77,health_fitness,"Catawba, VA",fraud_Friesen Ltd,4294930380592,,,
2be1e05ac7563a9d006ce2b987176b2a_1774217590,2026-03-22 22:13:10.496174,151.03,entertainment,"Conway, NH",fraud_Dibbert and Sons,4378993458389626,,,
8c9f97c214c8742399239c74425af3b2_1774217529,2026-03-22 22:12:09.032804,46.12,entertainment,"Cecilton, MD","fraud_Nicolas, Hills and McGlynn",213174467670432,,,
994f3fd121da1f8948d911c5a90a6e53_1774217528,2026-03-22 22:12:08.192897,67.27,gas_transport,"Fort Myers, FL",fraud_Bins-Rice,30044330818990,,,
6d605907711630050959ce475b10d0e6_1774217527,2026-03-22 22:12:07.366447,41.72,kids_pets,"Williams, IN",fraud_Larkin Ltd,3576281490078437,,,
f5bb992b9f06d8dd7872d0931b186b55_1774217526,2026-03-22 22:12:06.553143,37.78,kids_pets,"Smackover, AR",fraud_Swift PLC,6011492816282597,,,
3503cf9db800e110f81a21cde3cb5eb3_1774217525,2026-03-22 22:12:05.577938,32.62,home,"North Loup, NE",fraud_Connelly-Carter,4400011257587661852,,,
70aa4e8c8d688e10fa43507f0234226e_1774217469,2026-03-22 22:11:09.814403,1.47,shopping_pos,"Avoca, IA","fraud_Bahringer, Schoen and Corkery",4198470814557,,,
d9f45f0023018adabec35bf9a521ae61_1774217468,2026-03-22 22:11:08.992949,54.3,grocery_net,"Jelm, WY",fraud_Dicki Ltd,6011679934075347,,,
82eed1ee845b413f34fbfa27905a4e95_1774217468,2026-03-22 22:11:08.183244,32.49,misc_pos,"Elkhart, IA",fraud_McGlynn-Jaskolski,3568736585751727,,,
192e8a2263579184b1bf5384f058442a_1774217467,2026-03-22 22:11:07.369487,17.0,shopping_net,"Hovland, MN",fraud_Boyer-Reichert,3520550088202337,,,
6835cb13fc80ab9744e6a3af008660cc_1774217466,2026-03-22 22:11:06.416846,4.25,shopping_net,"Beaver Falls, PA",fraud_Kozey-Boehm,675945690716,,,
34af4f8045db3c52c35e4fb9137a5fcf_1774217409,2026-03-22 22:10:09.090151,60.65,food_dining,"Cisco, IL",fraud_Bernhard-Lesch,2297447006766555,,,
4596e64d7c59c246b33e352b2869a2bc_1774217408,2026-03-22 22:10:08.252482,184.46,grocery_pos,"De Soto, KS",fraud_Bradtke PLC,4792627764422477317,,,
79108be69d35e9d38f92dac8a2264942_1774217407,2026-03-22 22:10:07.377570,87.63,home,"North Tonawanda, NY",fraud_Lynch-Wisozk,30404291151692,,,
b256e4a4ae687902da6888d0bee11dba_1774217406,2026-03-22 22:10:06.619389,121.34,home,"Bradley, SC",fraud_Streich Ltd,213112402583773,,,
e0c20a04c9bd9f85fc131b7b317ab860_1774217405,2026-03-22 22:10:05.607658,4.46,personal_care,"Matawan, NJ","fraud_Nienow, Barrows and Romaguera",30118423745458,,,
04181cb94c1dbf55644309ff22f2adef_1774217349,2026-03-22 22:09:09.584296,67.5,gas_transport,"Moro, IL",fraud_Bernhard Inc,2222001896600109,,,
91c263a86f797d017a664f8f8e327a44_1774217348,2026-03-22 22:09:08.887259,51.22,kids_pets,"Doe Hill, VA","fraud_Pouros, Walker and Spencer",375534208663984,,,
58f15c03bf6e80ea57194b8cf452bed6_1774217347,2026-03-22 22:09:07.968373,15.33,personal_care,"Winthrop, ME",fraud_Kub PLC,4228411452607671,,,
c86ebe8f2113e2e51f34dc55e8632029_1774217347,2026-03-22 22:09:07.154777,89.68,grocery_pos,"Blooming Grove, TX",fraud_Barton Inc,4452366298769043,,,
7b8c5d0fd4026469b900450b88695d63_1774217346,2026-03-22 22:09:06.074775,69.97,home,"Manchester, MD","fraud_Hettinger, McCullough and Fay",180065479077096,,,
37ef491e6ad9999aee96effeffe5b4db_1774217292,2026-03-22 22:08:12.442079,90.62,personal_care,"Walnut Ridge, AR",fraud_Auer LLC,6538891242532018,,,
a4f0a77206a21a0167dae940f4ccbe02_1774217291,2026-03-22 22:08:11.651957,4.85,travel,"Lawn, PA","fraud_Champlin, Rolfson and Connelly",4169759661243568,,,
549ef129b17780a0e04c093d76afbcc6_1774217290,2026-03-22 22:08:10.834956,181.74,grocery_pos,"Cherokee Village, AR",fraud_Bradtke PLC,4926376199189801,,,
fca97636ab3d9ee5f8298172bd5af30d_1774217289,2026-03-22 22:08:09.995848,2.61,shopping_net,"Johns Island, SC",fraud_Kozey-Boehm,3533742182628021,,,
c33e5c5bfcc4f776bc1f0098085f284e_1774217288,2026-03-22 22:08:08.918707,77.0,shopping_net,"Nazareth, TX",fraud_Lemke-Gutmann,4451952084362894,,,
31d077176e4e1af71f8dade7d4eac971_1774217269,2026-03-22 22:07:49.467462,51.47,kids_pets,"Ferney, SD",fraud_Breitenberg-Hermiston,4501449508569485,,,
38a2d8292b9d82c271d50df6db40b077_1774217268,2026-03-22 22:07:48.585031,41.29,home,"Hawthorne, CA","fraud_Kling, Howe and Schneider",4683520018489354,,,
b9a5301d7adb69588e8fe7f661c65ca2_1774217267,2026-03-22 22:07:47.753577,89.5,shopping_net,"Fort Washakie, WY",fraud_Kuhic LLC,571465035400,,,
687c7e32d5e6c71e0df6e62e7425b22c_1774217266,2026-03-22 22:07:46.825426,74.44,entertainment,"Mount Saint Joseph, OH",fraud_Effertz LLC,4223708906367574214,,,
3cd5a6df7e5148b648a1b65a95898aab_1774217265,2026-03-22 22:07:45.673458,57.8,entertainment,"Creola, OH",fraud_Morissette LLC,38947654498698,,,
ad60de8099dc07d00fb520c9ce0ceed5_1774217172,2026-03-22 22:06:12.657334,5.23,travel,"Florence, MS",fraud_Ankunding-Carroll,213141712584544,,,
6b77d3774a72e1b2108118a6c7c816ba_1774217171,2026-03-22 22:06:11.837926,45.9,home,"Wilton, ND","fraud_Hettinger, McCullough and Fay",374497717543058,,,
4274ab941f5d24a92e2cc002900f4f4c_1774217171,2026-03-22 22:06:11.019514,2.68,shopping_pos,"Mount Morris, NY",fraud_Pouros-Conroy,2269768987945882,,,
f918412f3173f94a461fa953c45b6d16_1774217170,2026-03-22 22:06:10.148274,174.17,grocery_pos,"Holstein, NE",fraud_Doyle Ltd,348789608637806,,,
7febc3909f65f3920a14662523f8d0ee_1774217169,2026-03-22 22:06:09.126011,122.87,grocery_pos,"Cowlesville, NY",fraud_Koepp-Parker,6592861994408652,,,
8ad661a1e94704b75d9d947a5cb0e3d8_1774217111,2026-03-22 22:05:11.321373,60.28,grocery_pos,"Lima, OH",fraud_Kunze Inc,3504178999463051,,,
b12d162b0691877c9c24bd51825b6708_1774217110,2026-03-22 22:05:10.413641,94.88,shopping_net,"Saxon, WI","fraud_Kihn, Abernathy and Douglas",180049032966888,,,
68378b810b8c29726ea7ed2db7a12d21_1774217109,2026-03-22 22:05:09.518951,59.64,health_fitness,"Burbank, OK",fraud_Erdman-Durgan,4715741951931168360,,,
daffd39b5e7741aaa4562a0ecbbfd163_1774217108,2026-03-22 22:05:08.556255,7.13,travel,"Tryon, OK",fraud_Tillman LLC,4917187576956394,,,
353616ca71e0dfcec018e19a328812fb_1774217107,2026-03-22 22:05:07.554675,35.23,misc_pos,"Bradley, SC",fraud_Eichmann-Russel,213112402583773,,,
c0d433f3a0c58722e8bb4b42605446bf_1774217075,2026-03-22 22:04:35.813086,40.65,gas_transport,"Surrency, GA","fraud_Jenkins, Hauck and Friesen",4509142395811241,,,
f3c76e0d70a1585416acdfe45ac40281_1774217068,2026-03-22 22:04:28.377769,45.54,entertainment,"Lake Jackson, TX",fraud_Schuppe LLC,3556613125071656,0.00015840404375921935,False,tabpfn-v2
3a843b6daa32650b230188eb13eb1c72_1774217060,2026-03-22 22:04:20.881010,34.78,shopping_pos,"Harrodsburg, IN","fraud_Goyette, Howell and Collier",4839615922685395,0.005878336261957884,False,tabpfn-v2
418dac93b76e0191d45488bc13f01164_1774217053,2026-03-22 22:04:13.427060,2.64,entertainment,"Huntsville, AL",fraud_Dibbert and Sons,3511378610369890,0.0002372893795836717,False,tabpfn-v2
2aed8752b1666ed072cbc597a2de7ecc_1774217045,2026-03-22 22:04:05.762646,3.45,personal_care,"Lake Jackson, TX",fraud_Marvin-Lind,3556613125071656,0.0029106694273650646,False,tabpfn-v2
c6af1a29e003d880d0386afb1253f4c2_1774217016,2026-03-22 22:03:36.640680,225.19,entertainment,"Cromona, KY",fraud_Heaney-Marquardt,4319584480204988982,0.012252246960997581,False,tabpfn-v2
